director;id;original_title;popularity;budget;revenue;genres;vote_count;vote_average;runtime;release_date
Steve Gordon;13665;Arthur;8.475;7000000;95461682;Comedy|Drama|Romance;210;6.5;97;1981-07-17
Ivan Reitman;10890;Stripes;9.245;10000000;85300000;Action|Comedy;458;6.6;106;1981-06-25
Wolfgang Petersen;387;Das Boot;18.03;14000000;85000000;Drama|History|War;1062;8.1;150;1981-09-16
Hal Needham;11286;The Cannonball Run;8.547;18000000;72179579;Comedy|Action;291;6.2;95;1981-06-19
Hugh Hudson;9443;Chariots of Fire;9.867;5500000;58972904;Drama|History;417;7.0;123;1981-05-15
Jean-Jacques Annaud;62204;La Guerre du feu;7.622;12000000;55260558;Adventure|Drama;240;7.2;100;1981-12-15
John Carpenter;1103;Escape from New York;15.39;6000000;50244700;Science Fiction|Action;1501;7.1;99;1981-05-22
Terry Gilliam;36819;Time Bandits;10.157;5000000;42365581;Family|Fantasy|Science Fiction|Adventure|Comedy;465;6.7;116;1981-07-13
Desmond Davis;10323;Clash of the Titans;9.319;15000000;41092328;Adventure|Family|Fantasy|Science Fiction;364;6.7;118;1981-03-15
Sydney Pollack;19429;Absence of Malice;5.624;12000000;40716963;Drama|Romance|Thriller;85;6.9;116;1981-11-19
Warren Beatty;18254;Reds;9.633;35000000;40382659;Drama|History|Romance;141;7.3;196;1981-12-25
John Derek;26325;Tarzan, the Ape Man;14.78;0;36565280;Action|Adventure|Comedy;46;3.9;107;1981-08-07
Harold Becker;10627;Taps;9.194;14000000;35856053;Drama;128;6.8;126;1981-12-20
Burt Reynolds;14664;Sharky's Machine;5.365;0;35610100;Crime|Drama|Action|Thriller;45;6.1;122;1981-12-18
John Boorman;11527;Excalibur;10.862;11000000;34967437;Adventure|Fantasy;487;7.0;140;1981-04-10
Franco Zeffirelli;19114;Endless Love;11.121;0;32492674;Romance|Drama;69;5.5;116;1981-07-17
John Landis;814;An American Werewolf in London;10.425;10000000;31973249;Comedy|Horror;1100;7.3;97;1981-08-21
Mel Brooks;10156;History of the World: Part I;11.676;11000000;31672907;Comedy;371;6.7;92;1981-06-12
John G. Avildsen;19507;Neighbors;5.289;8500000;29916207;Comedy;65;5.8;94;1981-12-18
Ted Berman;10948;The Fox and the Hound;14.808;12000000;29800000;Adventure|Animation|Drama|Family;1891;7.1;82;1981-07-10
Sam Raimi;764;The Evil Dead;11.589;350000;29400000;Horror;1881;7.3;85;1981-10-15
John Huston;17360;Escape to Victory;7.775;10000000;27453418;Drama|War;410;6.8;116;1981-06-17
Alan Myerson;41280;Private Lessons;18.211;2800000;26279000;Comedy|Romance;35;5.7;87;1981-08-21
George Miller;8810;Mad Max 2;20.212;2000000;24600832;Adventure|Action|Thriller|Science Fiction;1850;7.4;96;1981-12-24
Lawrence Kasdan;14412;Body Heat;9.895;0;24058838;Crime|Drama|Romance|Thriller|Mystery;255;7.1;113;1981-08-28
Steve Miner;9725;Friday the 13th Part 2;11.947;1250000;21722776;Horror|Thriller;740;6.0;87;1981-05-01
Graham Baker;10768;Omen III: The Final Conflict;10.883;0;20471382;Drama|Horror|Thriller;235;5.5;108;1981-03-20
Gerald Potterton;11827;Heavy Metal;14.079;9300000;20100000;Animation|Science Fiction|Adventure|Fantasy|Music;302;6.3;90;1981-08-07
Bruce Malmuth;21610;Nighthawks;7.656;5000000;19905359;Action|Crime|Thriller;169;6.3;99;1981-03-17
Mark Rydell;11816;On Golden Pond;8.362;0;19255967;Drama;204;7.5;109;1981-12-01
Richard Marquand;10863;Eye of the Needle;5.651;0;18000000;Action|Drama|Romance|Thriller;92;6.6;112;1981-07-24
Joe Dante;11298;The Howling;8.285;1000000;17985893;Horror;307;6.4;91;1981-03-13
Peter Hyams;10540;Outland;8.733;16000000;17374595;Science Fiction|Mystery;269;6.4;112;1981-05-22
Michael Apted;26560;Continental Divide;3.557;0;15578237;Comedy|Romance;54;6.2;103;1981-09-18
David Cronenberg;9538;Scanners;10.665;4100000;14225876;Science Fiction|Horror;505;6.8;103;1981-01-14
Matthew Robbins;848;Dragonslayer;9.18;18000000;14110013;Fantasy;130;6.5;108;1981-06-26
Brian De Palma;11644;Blow Out;15.281;18000000;12000000;Thriller;549;7.4;108;1981-07-24
Martin Ritt;61653;Back Roads;2.275;0;11800000;Comedy|Drama|Romance;10;6.4;94;1981-03-13
Peter Weir;11646;Gallipoli;8.471;3000000;11740000;Adventure|Drama|History|War;220;7.2;112;1981-08-13
Michael Wadleigh;10725;Wolfen;6.201;17000000;10626725;Drama|Horror;90;6.0;115;1981-07-24
Alan J. Pakula;47888;Rollover;2.624;0;10217873;Drama|Mystery|Romance|Thriller;11;5.5;116;1981-10-11
Jean Claude Tramont;140413;All Night Long;1.782;0;10000000;Comedy|Romance;7;6.4;87;1981-03-06
Michael Schultz;53922;Carbon Copy;3.097;6000000;9566593;Comedy|Drama;26;5.7;92;1981-08-06
Herbert Ross;17450;Pennies from Heaven;7.377;22000000;9171289;Drama|Music|Romance;48;6.5;108;1981-12-11
Steve Carver;42566;An Eye for an Eye;4.136;0;7680000;Adventure|Action|Crime;42;5.5;106;1981-08-14
Charles Jarrott;21294;The Amateur;1.989;10000000;6892098;Action|Crime|Thriller;3;6.5;112;1981-12-11
Ralph Bakshi;29204;American Pop;5.646;0;6000000;Animation|Music|Drama|History;49;7.0;96;1981-02-13
George Mihalka;39874;My Bloody Valentine;8.721;2200000;5672031;Thriller|Horror|Mystery;156;6.3;90;1981-02-11
Frank Perry;15660;Mommie Dearest;5.621;19032261;5000000;Drama;97;6.6;129;1981-09-18
Michael Mann;11524;Thief;5.606;0;4300000;Crime|Thriller|Action;239;7.2;123;1981-03-27
Michael Crichton;21874;Looker;5.542;0;3282232;Science Fiction|Thriller;43;6.2;94;1981-10-30
Manmohan Desai;67605;नसीब;0.68;0;3220000;Drama;3;7.3;197;1981-03-17
Jimmy Huston;40469;Final Exam;3.199;374000;3000000;Horror;42;4.8;90;1981-06-05
William A. Fraker;38665;The Legend of the Lone Ranger;3.911;18000000;2945600;Action|Adventure|Romance|Western;21;4.1;98;1981-08-20
Deepak Bahry;384993;Hum Se Badkar Kaun;0.6;0;2812500;Thriller|Action|Drama;0;0.0;139;1981-03-06
Karel Reisz;12537;The French Lieutenant's Woman;6.619;0;2689068;Drama|Romance;94;6.6;124;1981-08-28
Steve Rash;47941;Under the Rainbow;3.376;20000000;2297493;Comedy;12;5.3;98;1981-07-31
Allan Arkush;73247;Heartbeeps;4.228;10000000;2154696;Comedy|Romance|Family;8;3.6;79;1981-12-18
Malcolm Leo;109264;This Is Elvis;3.253;5000000;2028612;Drama|Music|Documentary;11;6.5;110;1981-04-04
Noel Marshall;2989;Roar;4.477;17000000;2000000;Adventure|Thriller;45;6.1;102;1981-11-12
Moustapha Akkad;26843;Lion of the Desert;4.852;35000000;1500000;Action|History|War;69;7.3;173;1981-04-17
Geoff Murphy;16124;Goodbye Pork Pie;1.323;300000;1400000;Adventure|Comedy;11;6.9;105;1981-02-05
Ken Wiederhorn;79649;Eyes of a Stranger;3.009;800000;1118634;Horror|Thriller;25;6.2;84;1981-02-11
Noel Nosseck;75048;King of the Mountain;2.908;2000000;958000;Drama|Action;6;5.8;90;1981-05-01
Jan Gissberg;47542;Pelle Svanslös;1.657;48740;955401;Romance|Family|Animation|Drama;13;6.1;81;1981-12-25
John Schlesinger;47871;Honky Tonk Freeway;2.063;24000000;939423;Action|Comedy;4;5.0;107;1981-08-21
Helmut Dziuba;220772;Als Unku Edes Freundin war;0.93;865000;925000;Drama|Family;3;7.5;72;1981-04-03
Ignacio F. Iquino;342213;La caliente niña Julietta;0.7;0;591696;Comedy;1;5.0;None;1981-03-20
Oliver Stone;42149;The Hand;4.458;6500000;566736;Horror|Thriller;46;6.0;104;1981-04-24
Eloy de la Iglesia;115896;La mujer del ministro;0.966;0;477126;Drama|Romance;3;6.0;101;1981-08-27
Franklin J. Schaffner;47890;Sphinx;2.755;14000000;439564;Adventure|Mystery|Thriller;7;5.0;118;1981-02-11
Jesús Franco;314382;Aberraciones sexuales de una mujer casada;0.908;0;345151;Romance|Drama;2;4.0;98;1981-05-18
Ignacio F. Iquino;388228;La desnuda chica del relax;0.6;0;302553;Crime|Drama;0;0.0;94;1981-06-08
Pedro Masó;278619;127 millones libres de impuestos;1.34;0;292722;Comedy;0;0.0;108;1981-07-31
Gary Sherman;24274;Dead & Buried;7.293;3000000;216166;Horror|Mystery;100;6.4;94;1981-05-29
Manuel Gutiérrez Aragón;179005;Maravillas;0.6;0;201986;Drama;3;6.0;95;1981-02-26
Jesús Franco;90730;Sadomanía (El infierno de la pasión);2.68;0;198242;Action|Drama|Horror;12;4.4;84;1981-03-27
Paul Grau;81463;Los violadores;3.133;0;161362;Action|Crime|Thriller;21;5.1;77;1981-01-01
Enrique Jiménez Pereira;342137;La seta ibérica;0.635;0;106282;Comedy;1;5.0;None;1981-01-01
Ferdinando Baldi;5082;La compagna di viaggio;3.006;0;103411;Comedy;4;3.1;94;1981-01-03
Richard Franklin;43089;Roadgames;5.035;1750000;100000;Horror|Mystery|Thriller;55;6.5;101;1981-06-26
Juan Ortuoste;314153;7 calles;0.6;0;47505;Comedy;0;0.0;None;1981-01-01
Tofig Taghizadeh;517563;Babamızın babasının babası;0.6;50;112;Drama|Comedy;0;0.0;72;1981-02-12
NA;79947;Andy Kaufman: The Midnight Special;0.6;20;25;Comedy;2;5.3;55;1981-01-23
Jean-Jacques Beineix;4485;Diva;3.845;1;19;Action|Drama|Music|Thriller;80;7.0;117;1981-03-11
Göran Järvefelt;636413;Le Nozze di Figaro;0.6;0;0;Music;1;10.0;178;1981-06-01
Omiros Efstratiadis;557139;Το Μεγάλο Ρουθούνι;0.6;0;0;;1;10.0;98;1981-01-01
Omiros Efstratiadis;554610;Η Νονά;0.6;0;0;;1;10.0;85;1981-02-05
Nijat Bakirzadeh;532988;Əlavə iz;0.6;0;0;Crime|Mystery|Drama;1;10.0;75;1981-02-13
NA;468742;Thin Lizzy - Are You Ready Live At Rockpalast;0.6;0;0;Music;1;10.0;None;1981-08-29
Jytte Rex;455271;Belladonna;0.87;0;0;Drama;1;10.0;None;1981-10-31
Lady Francisco;450847;Os Anjos do Sexo;0.6;0;0;Drama;1;10.0;None;1981-04-06
Stan Brakhage;435825;Arabic Numeral Series 13;0.6;0;0;;1;10.0;5;1981-01-18
Stan Brakhage;435824;Arabic Numeral Series 11;0.6;0;0;;1;10.0;11;1981-01-18
Stan Brakhage;435823;Arabic Numeral Series 10;0.87;0;0;;1;10.0;None;1981-01-18
Stan Brakhage;435822;Arabic Numeral Series 0;0.62;0;0;;1;10.0;32;1981-01-18
Stan Brakhage;435819;Arabic Numeral Series 9;0.6;0;0;;1;10.0;12;1981-01-18
Stan Brakhage;435816;Arabic Numeral Series 8;0.886;0;0;;1;10.0;7;1981-01-18
Stan Brakhage;435637;Arabic Numeral Series 6;0.6;0;0;;1;10.0;11;1981-01-17
Stan Brakhage;435635;Arabic Numeral Series 5;0.62;0;0;;1;10.0;5;1981-01-17
Stan Brakhage;435634;Arabic Numeral Series 4;0.6;0;0;;1;10.0;10;1981-01-17
Stan Brakhage;435633;Arabic Numeral Series 3;0.6;0;0;;1;10.0;11;1981-01-17
Stan Brakhage;435632;Arabic Numeral Series 2;0.6;0;0;;1;10.0;7;1981-01-01
Stan Brakhage;435579;Arabic Numeral Series 1;0.6;0;0;;1;10.0;6;1981-01-17
K. Viswanath;402347;సప్తపది;0.6;0;0;Drama;1;10.0;None;1981-01-01
NA;397966;Ozzy Osbourne: [1981] After Hours;0.6;0;0;;1;10.0;None;1981-04-28
Esben Høilund Carlsen;389407;Slingrevalsen;0.62;0;0;Comedy;1;10.0;None;1981-08-28
Gulyás Gyula;385016;Pofonok Völgye, Avagy Papp Lacit Nem Lehet Legyőzni;0.87;0;0;Documentary;1;10.0;100;1981-01-01
NA;380563;Kamlon;0.62;0;0;;1;10.0;None;1981-12-25
Waldir Kopesky;373663;Sexo Profundo;1.168;0;0;Drama|Crime|Horror;1;10.0;None;1981-12-20
Rogelio A. González;372635;El gran perro muerto;0.62;0;0;;1;10.0;99;1981-08-20
Tony Charmoli;362209;Lily: Sold Out;0.6;0;0;Comedy|TV Movie;1;10.0;60;1981-02-02
Jair Correia;359306;Duas Estranhas Mulheres;0.6;0;0;Drama;2;10.0;88;1981-09-11
Rogelio A. González;359103;D.F./Distrito Federal;1.12;0;0;Drama;1;10.0;115;1981-10-29
Kurt Kren;357701;39/81 Which Way to CA?;0.62;0;0;;1;10.0;3;1981-09-03
Christopher Dixon;343248;Kiss Me, Petruchio;0.87;0;0;TV Movie|Documentary|Comedy;1;10.0;58;1981-01-07
Silvio de Abreu;341612;Mulher Objeto;2.04;0;0;Drama;1;10.0;None;1981-05-24
Georgi Djulgerov;336617;Мера според мера;0.6;0;0;;2;10.0;288;1981-05-04
Mario O'Hara;333206;Bakit Bughaw ang Langit?;0.678;0;0;Drama;1;10.0;None;1981-01-27
R Krishnamurthy;331548;Thee;0.6;0;0;Action|Drama;1;10.0;None;1981-01-26
Peter Rose;328727;The man who could not see far enough;0.623;0;0;Documentary;1;10.0;32;1981-09-17
Christian Braad Thomsen;326388;Kniven i hjertet;0.911;0;0;Drama;1;10.0;88;1981-08-14
Robina Rose;325956;Nightshift;0.87;0;0;;1;10.0;75;1981-01-01
Ody Fraga;318605;Palácio de Vênus;1.204;0;0;Drama;1;10.0;90;1981-02-02
Lito Lapid;316442;Tatlong Baraha;0.6;0;0;Action|Western;1;10.0;82;1981-12-12
To Lo Po;313310;Dragon Bruce Lee, Part II;0.6;0;0;;1;10.0;75;1981-09-12
Eric Till;311007;Improper Channels;0.62;0;0;Comedy;1;10.0;92;1981-04-17
Fielder Cook;292112;Family Reunion;1.4;0;0;Drama|TV Movie;1;10.0;200;1981-10-11
Hans-Christof Stenzel;291642;Obszön – Der Fall Peter Herzl;2.87;0;0;Drama;2;10.0;93;1981-10-29
John Llewellyn Moxey;288503;Killjoy;1.12;0;0;Mystery|Thriller|TV Movie;1;10.0;96;1981-08-24
Richard Condie;284800;Pig Bird;0.6;0;0;;1;10.0;3;1981-01-01
Sangeeta;274152;Mutthi Bhar Chawal;0.6;0;0;;1;10.0;None;1981-01-02
Ludmil Staikov;266997;Хан Аспарух - III серия - Земя завинаги;0.892;0;0;Drama|History;1;10.0;122;1981-10-18
Ludmil Staikov;266996;Хан Аспарух - II серия - Преселението;0.84;0;0;Drama|History;2;10.0;108;1981-10-18
Joseph Kuo;147408;河南嵩山少林寺;0.62;0;0;Action;1;10.0;90;1981-01-01
Fernando Pettinati;126040;Bátima Feira da Fruta;0.6;0;0;Comedy;3;10.0;21;1981-01-01
Godfrey Ho;123913;勇立忍者;1.467;0;0;Action;1;10.0;90;1981-04-04
Jane Howell;119909;The Winter's Tale;0.706;0;0;Romance|Drama|TV Movie;1;10.0;173;1981-02-08
Jung Jin-woo;114254;앵무새 몸으로 울었다;1.4;0;0;Romance;1;10.0;120;1981-10-24
K Raghavendra Rao;86136;Kondaveeti Simham;0.6;0;0;Action;1;10.0;163;1981-10-07
NA;47311;Putt Jattan De;0.6;0;0;;1;10.0;None;1981-01-21
Ernest Pintoff;41916;St. Helens;2.191;0;0;Action|Thriller;1;10.0;92;1981-09-01
Peter Schulze-Rohr;2301;Collin;0.635;0;0;Drama;1;10.0;181;1981-12-06
Omiros Efstratiadis;523914;Ο τελευταίος... άντρας;0.924;0;0;Comedy;2;9.5;109;1981-01-01
NA;209194;Barbara à Pantin;0.6;0;0;;1;9.5;None;1981-11-21
Carlos Oteyza;203222;La Propia Gente;0.6;0;0;Documentary;1;9.5;80;1981-06-10
José Ramón Larraz;30887;La momia nacional;0.62;0;0;Comedy|Horror;1;9.5;85;1981-10-21
Hasan Abduselam;187302;المتزوجون;1.144;0;0;Drama|TV Movie|Comedy;6;9.3;120;1981-04-19
Sabine Meienreis;595669;David und Goliath;0.6;0;0;Animation;1;9.0;6;1981-12-01
Boris Stepanov;531039;Государственная граница. Фильм 2. Мирное лето 21-го года;0.6;0;0;Drama|War|History;2;9.0;None;1981-05-27
Leonid Menaker;457382;Posledniy pobeg;0.6;0;0;Drama;1;9.0;92;1981-08-08
Jozef Zachar;438357;Bičianka z doliny;1.37;0;0;TV Movie|Drama|Comedy;1;9.0;65;1981-01-01
R. Bruce Elder;437598;1857 (Fool's Gold);0.6;0;0;;1;9.0;25;1981-01-27
Sergey Nikonenko;434730;Цыганское счастье;0.642;0;0;Romance|Drama;1;9.0;79;1981-11-09
Mario Bianchi;426553;Chiamate 6969: taxi per signora;0.84;0;0;Comedy;2;9.0;None;1981-06-15
Ray Butt;389143;Only Fools and Horses - Christmas Crackers;1.347;0;0;;5;9.0;34;1981-12-28
NA;379884;Queen: Greatest Flix;1.374;0;0;;1;9.0;63;1981-01-01
Kurt Kren;357700;40/81 Breakfast im Grauen;0.6;0;0;;1;9.0;2;1981-09-03
Genji Nakamura;349578;Chikan densha: Hassha ôrai;0.6;0;0;;1;9.0;60;1981-06-19
Géza Böszörményi;343452;Szívzűr;0.65;0;0;Drama;2;9.0;83;1981-06-06
 E.W. Swackhamer;323048;Longshot;1.4;0;0;Drama|Comedy;1;9.0;100;1981-01-01
Shakti Samanta;271816;बरसात की एक रात;0.948;0;0;Romance|Drama;1;9.0;144;1981-02-20
Ludmil Staikov;266994;Хан Аспарух - I Серия - Фанагория;0.951;0;0;Drama|History;2;9.0;91;1981-10-18
Gennadiy Sokolskiy;246592;Ивашка из Дворца пионеров;0.62;0;0;Animation;1;9.0;9;1981-02-02
Karel Kachyňa;195160;Pozor, vizita!;0.65;0;0;Comedy|Drama;2;9.0;88;1981-01-01
Ho Tsung-Tao;163592;龍的影子;0.659;0;0;;2;9.0;88;1981-01-01
Minoru Okazaki;115104;Dr.スランプ アラレちゃん ハロー！不思議島;0.624;0;0;Comedy|Animation;1;9.0;25;1981-07-18
Frederick King Keller;91538;Tuck Everlasting;0.6;0;0;Fantasy|Drama;4;9.0;90;1981-06-05
Joseph Kong Hung;77061;神威三猛龍;0.6;0;0;Science Fiction|Action;2;9.0;90;1981-01-01
Alfonso Brescia;278737;I figli... so' pezzi 'e core;0.982;0;0;Drama;3;8.8;None;1981-11-28
Tsui Hark;239914;鬼馬智多星;0.79;0;0;Comedy;3;8.7;99;1981-07-23
Bonnie Sherr Klein;157993;Not a Love Story: A Film About Pornography;1.296;0;0;;3;8.7;69;1981-09-01
Igor Maslennikov;493844;Шерлок Холмс и доктор Ватсон: Собака Баскервилей;2.248;0;0;Crime|Mystery;6;8.6;None;1981-07-25
Toomas Lepp;220646;Igihaljas vaatemäng;0.6;0;0;Comedy;1;8.5;None;1981-04-01
NA;153018;Телевизор кота Леопольда;1.4;0;0;Animation|Adventure;1;8.5;10;1981-01-01
Lilik Sudjio;40031;Ratu Ilmu Hitam;0.658;0;0;Horror|Drama;2;8.5;90;1981-01-01
Jesús Franco;29536;El sexo está loco;1.392;0;0;Science Fiction|Comedy;5;8.4;83;1981-01-01
Efrem Pruzhanskiy;84774;Алиса в стране чудес;2.142;0;0;Animation|Family|Fantasy;13;8.4;30;1981-01-31
Roberto G. Rivera;337667;El mil usos;1.022;0;0;Drama|Comedy;3;8.3;113;1981-04-26
Hideo Nishimaki;279987;The Enchanted Journey;0.6;0;0;Animation;3;8.3;90;1981-10-10
Bob Richardson;159481;The Pink Panther in 'Pink at First Sight';1.18;0;0;;3;8.3;30;1981-05-10
Janusz Zaorski;156611;Dziecinne pytania;0.952;0;0;;2;8.3;None;1981-11-13
Sunil Dutt;305341;रॉकी;0.99;0;0;Action;5;8.2;151;1981-04-25
Manfred Kirchheimer;169648;Stations of the Elevated;0.613;0;0;Documentary;5;8.2;45;1981-10-01
Juliusz Machulski;22257;Vabank;3.443;0;0;Crime|Comedy;38;8.1;104;1981-01-01
Shinji Sômai;66788;セーラー服と機関銃;1.631;0;0;Action|Drama;22;8.1;112;1981-12-19
Stanisław Bareja;31407;Miś;3.992;0;0;Comedy;40;8.1;110;1981-05-04
Dino Risi;116997;Fantasma d'amore;0.906;0;0;Romance|Drama|Horror|Mystery;10;8.1;96;1981-04-03
Hector Babenco;42148;Pixote: A Lei do Mais Fraco;4.495;0;0;Crime|Drama;54;8.0;128;1981-09-11
Vadim Derbenyov;629696;Женщина в белом;0.6;0;0;Crime|Mystery;1;8.0;None;1981-01-05
Konstantin Ershov;603648;Женщины шутят всерьeз;0.6;0;0;Romance|Comedy;1;8.0;None;1981-01-01
José Luis García Sánchez;596159;Dolores;0.6;0;0;;1;8.0;None;1981-03-27
Michael Holman;540245;Vincent Gallo as Flying Christ;0.62;0;0;;1;8.0;1;1981-01-01
Barney Broom;537257;Knights Electric;0.6;0;0;;1;8.0;24;1981-02-16
Nikos Zervos;523440;Σουβλίστε τους!;0.6;0;0;Comedy;1;8.0;89;1981-10-05
Ambrish Sangal;507412;Dard;0.6;0;0;Crime|Drama|Family;1;8.0;129;1981-08-14
Thomas Danielsson;500430;På kurs med Kurt;0.6;0;0;TV Movie|Comedy|Family;1;8.0;100;1981-03-01
Cheng Yin;487669;Xian shi bian;1.123;0;0;Drama|History;1;8.0;170;1981-11-17
Lin Chan-Wai;483744;手指拗出;0.6;0;0;Action;1;8.0;90;1981-05-08
Remzi Jöntürk;473444;Öğretmen Kemal;0.6;0;0;;3;8.0;None;1981-01-12
NA;472689;Aibutsu-kun: Kaibutsu Land e no Shoutai;0.6;0;0;Animation;1;8.0;75;1981-01-01
Iqbal Akhtar;461520;Dil Ne Phir Yaad Kiya;0.6;0;0;Comedy|Drama|Romance;1;8.0;132;1981-05-15
Vittorio Cottafavi;456008;Maria Zef;0.87;0;0;;1;8.0;123;1981-11-20
Vladimir Grammatikov;417772;Все наоборот;1.038;0;0;Comedy|Family|Romance;3;8.0;68;1981-10-21
Joseph Bernard;417087;Intrigues (IV);0.87;0;0;;1;8.0;2;1981-01-01
Joseph Bernard;417086;Intrigues (I);0.62;0;0;;1;8.0;4;1981-01-01
Clarence Yiu-leung Fok;415776;失業生;1.253;0;0;Drama;1;8.0;90;1981-08-26
Joško Marušić;412700;Neboder;0.87;0;0;Animation;1;8.0;10;1981-01-01
Jerzy Domaradzki;409733;Wielki bieg;0.6;0;0;Drama;2;8.0;99;1981-12-01
Philippe Nahoun;392315;Fil, Fond, Fosfor;0.6;0;0;;1;8.0;None;1981-04-09
Akihiko Morishita;381981;Xénogénèse;0.6;0;0;;1;8.0;7;1981-01-01
Bapu;362564;త్యాగయ్య;0.6;0;0;History;1;8.0;143;1981-10-04
Russ Mayberry;358191;Sidney Shorr: A Girl's Best Friend;0.661;0;0;Drama|Comedy;1;8.0;120;1981-10-05
Dieter Giesing;356886;In der Sache J. Robert Oppenheimer;0.62;0;0;Drama;1;8.0;None;1981-11-01
Piotr Andrejew;345095;Czule miejsca;0.966;0;0;Science Fiction;3;8.0;89;1981-08-28
NA;342773;Три синих-синих озера малинового цвета;0.62;0;0;Animation;1;8.0;8;1981-06-01
Rogério Sganzerla;327943;A Cidade do Salvador (Petróleo Jorrou na Bahia);0.62;0;0;Documentary;1;8.0;9;1981-01-01
Fernando Ayala;315718;Abierto día y noche;0.6;0;0;Comedy;1;8.0;90;1981-12-25
Vadim Zobin;311196;Шофёр на один рейс;0.6;0;0;Comedy|Romance;1;8.0;None;1981-01-01
NA;302762;Minchina Ota;0.62;0;0;;1;8.0;None;1981-01-01
NA;297783;Wer spinnt denn da, Herr Doktor?;0.6;0;0;Comedy;2;8.0;None;1981-11-10
Lawrence Jordan;283884;Masquerade;0.6;0;0;Animation;2;8.0;5;1981-01-01
Nikos Foskolos;276514;Δεκαεπτά σφαίρες για έναν άγγελο;0.915;0;0;War|Drama;2;8.0;98;1981-01-12
Jackie Cooper;254647;Leave 'em Laughing;0.873;0;0;TV Movie;1;8.0;98;1981-04-29
NA;247927;B.C. A Special Christmas;0.654;0;0;Animation;1;8.0;30;1981-01-01
Shelley Levinson;244391;Violet;0.6;0;0;;1;8.0;31;1981-01-01
Will Vinton;244385;The Creation;0.942;0;0;Animation;3;8.0;9;1981-01-01
Digby Rumsey;239602;The Pledge;0.697;0;0;Drama;1;8.0;21;1981-01-01
Laila Mikkelsen;224980;Liten Ida;0.624;0;0;Drama;1;8.0;78;1981-03-05
Derek Bennett;221002;The Chelsea Murders;0.6;0;0;Horror|Thriller;1;8.0;150;1981-12-30
Steve Gethers;220389;Jacqueline Bouvier Kennedy;0.6;0;0;Drama;2;8.0;150;1981-01-01
Lordan Zafranović;204415;Pad Italije;0.6;0;0;War;2;8.0;117;1981-07-07
K. Balachander;161792;Ek Duuje Ke Liye;1.178;0;0;Drama|Romance;5;8.0;163;1981-06-04
Robert Markowitz;151332;A Long Way Home;1.276;0;0;TV Movie|Drama;4;8.0;120;1981-12-06
Yves Boisset;150983;Allons z'enfants;0.62;0;0;Drama|War;1;8.0;118;1981-03-04
Aleksandr Pashovkin;129788;Гиблое дело;0.6;0;0;Mystery|Crime|Thriller;1;8.0;None;1981-12-10
Ralph L. Thomas;128741;Ticket to Heaven;1.458;0;0;Drama;5;8.0;108;1981-10-09
Jonathan Miller;119913;Troilus & Cressida;0.84;0;0;Drama;1;8.0;190;1981-11-07
John Zaritsky;114517;Just Another Missing Kid;0.6;0;0;;1;8.0;90;1981-04-07
Elijah Moshinsky;106383;All's Well That Ends Well;0.6;0;0;Drama|Comedy|Romance;1;8.0;141;1981-01-04
Kirk Browning;90198;Samson et Dalila;0.87;0;0;Music;1;8.0;111;1981-01-01
K. Balachander;78586;Aakali Rajyam;0.6;0;0;Drama;1;8.0;141;1981-11-15
Sharad Patel;76151;Rise and Fall of Idi Amin;1.273;0;0;Drama|History;1;8.0;91;1981-07-16
Vladimir Rogovoy;66096;У матросов нет вопросов;0.6;0;0;Romance|Comedy;2;8.0;85;1981-10-12
Yuen Woo-ping;64305;勇者无惧;1.674;0;0;Crime|Action|Thriller|Horror;6;8.0;91;1981-03-26
Jon Else;59314;The Day After Trinity;1.222;0;0;Documentary;2;8.0;88;1981-01-20
NA;56977;Bremen 4: Jigoku no Naka no Tenshi-tachi;0.6;0;0;Animation|Fantasy;1;8.0;90;1981-08-28
Zoran Čalić;55114;Ljubi, ljubi, al' glavu ne gubi;1.52;0;0;Comedy;2;8.0;90;1981-01-01
