director;id;original_title;popularity;budget;revenue;genres;vote_count;vote_average;runtime;release_date
Jules Bass;10150;The Last Unicorn;15.891;0;6455530;Fantasy|Animation|Family|Adventure;246;7.2;92;1982-11-19
Guy Hamilton;4193;Evil Under the Sun;7.613;0;6110000;Thriller|Crime|Mystery|Drama;161;6.8;117;1982-03-05
Ingmar Bergman;5961;Fanny och Alexander;7.355;0;6000000;Fantasy|Drama|Mystery;316;7.8;188;1982-12-17
Stuart Gillard;23942;Paradise;5.303;0;5588800;Romance|Adventure;45;5.6;100;1982-03-12
Terence Young;113464;Inchon;1.766;46000000;5200000;Drama|History|War;6;5.3;140;1982-05-04
Graeme Clifford;3526;Frances;3.994;0;5000000;Drama;48;7.3;140;1982-12-03
David Schmoeller;30038;The Seduction;4.16;0;4888270;Drama|Thriller;10;6.2;104;1982-01-22
Harley Cokeliss;27873;Warlords of the 21st Century;1.843;1000000;3000000;Science Fiction;8;4.9;91;1982-01-01
James Beshears;30412;Homework;2.609;0;2914328;Comedy|Drama;7;4.1;90;1982-08-27
Franklin J. Schaffner;88451;Yes, Giorgio;1.617;19000000;2279543;Music|Drama|Comedy|Romance;5;2.6;110;1982-09-24
Elly Kenner;27630;The Black Room;2.787;250000;2160000;Horror|Thriller;5;4.2;88;1982-12-09
Andrew Solt;30168;It Came from Hollywood;3.701;5000000;2091037;Comedy|Documentary;15;5.5;80;1982-12-10
Fred Schepisi;31665;Barbarosa;1.939;0;1736123;Action|Comedy|Western;8;5.6;90;1982-01-01
Godfrey Reggio;11314;Koyaanisqatsi;8.236;0;1723872;Documentary;291;8.1;86;1982-04-28
Peter Weir;11541;The Year of Living Dangerously;7.611;6000000;1317657;Drama|Romance|War;160;6.9;115;1982-12-17
Juan Piquer Simón;47886;Mil gritos tiene la noche;6.949;0;1198346;Horror|Mystery;101;6.1;85;1982-08-23
Hal Ashby;47878;Lookin' to Get Out;1.421;17000000;946461;Comedy;2;5.2;105;1982-10-08
Robert Altman;67772;Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean;3.863;850000;840000;Comedy|Drama;21;5.3;109;1982-11-12
Javier Aguirre;331452;Ni te cases ni te embarques;0.654;0;800832;Comedy;0;0.0;None;1982-01-01
Paul Cox;148960;Lonely Hearts;1.252;0;777087;Romance|Drama|Comedy;3;6.3;106;1982-11-01
Ishmael Bernal;197976;Himala;1.422;68415;684150;Drama;7;7.7;124;1982-12-25
Eloy de la Iglesia;115903;Colegas;2.3;0;646714;Drama;6;7.1;117;1982-10-25
Ramón Fernández;341955;El gran mogollón;0.6;0;626462;Comedy;0;0.0;None;1982-10-28
Fernando Colomo;322932;Estoy en crisis;0.65;0;591902;Comedy;2;5.0;90;1982-02-01
Antonio del Real;437911;Buscando a Perico;0.6;0;550269;Comedy;0;0.0;None;1982-03-15
Jaime J. Puig;354918;Bacanales romanas;0.822;0;283179;Comedy;1;3.0;None;1982-06-14
Ted Kotcheff;52777;Split Image;1.991;0;263635;Drama;5;6.6;111;1982-11-04
Ignacio F. Iquino;395016;Jóvenes amiguitas buscan placer;0.84;0;256321;Comedy;0;0.0;None;1982-05-03
Ignacio F. Iquino;389443;Los sueños húmedos de Patrizia;0.6;0;249562;Comedy;3;7.0;None;1982-02-22
Ignacio F. Iquino;357406;Inclinación sexual al desnudo;1.12;0;213911;Comedy;1;7.5;None;1982-01-11
José Ramón Larraz;27400;Los ritos sexuales del diablo;3.755;0;200298;Horror;10;4.0;84;1982-04-03
Vicente Aranda;115686;Asesinato en el Comité Central;0.6;0;185916;Thriller;2;3.0;110;1982-08-16
Germán Lorente;334079;Adolescencia;0.698;0;145842;Comedy|Romance|Drama;0;0.0;108;1982-01-21
Jaime Jesús Balcázar;401412;Playa azul;0.654;0;140702;Romance|Drama;0;0.0;90;1982-03-12
Larry Peerce;83301;Love Child;0.65;50091;112940;Romance|Drama|Crime;2;6.5;96;1982-10-15
Oz Scott;407873;For Colored Girls Who Have Considered Suicide/When The Rainbow Is Enuf;0.62;1000000;100000;Drama|Romance;1;10.0;78;1982-02-23
Tim Burstall;43279;Attack Force Z;2.342;0;88000;War|Drama|Action;14;5.3;93;1982-06-10
Chuck Jones;26730;Bugs Bunny's 3rd Movie: 1001 Rabbit Tales;5.173;0;78350;Animation|Comedy|Family;54;6.6;70;1982-11-16
Gonzalo García Pelayo;302342;Corridas de alegría;0.62;0;51601;Comedy;1;7.0;86;1982-04-02
Çetin İnanç;20787;Dünyayı Kurtaran Adam;2.569;300000;29934;Science Fiction|Action|Adventure|Fantasy;32;5.2;91;1982-11-04
Peter Duffell;276635;Experience Preferred...But Not Essential;0.93;0;822;Comedy;3;7.0;80;1982-12-22
Haruki Kadokawa;547151;汚れた英雄;1.09;0;14;Action;0;0.0;112;1982-12-18
Lloyd Kaufman;86466;Stuck on You!;1.728;150;9;Romance|Comedy;4;5.0;88;1982-05-14
Robert Towne;27609;Personal Best;3.923;0;5;Drama;14;6.0;124;1982-02-05
Ronald K. Lakis;519904;The UFO Experience;0.6;0;0;Documentary;1;10.0;54;1982-11-14
NA;513558;The Long Summer of George Adams;0.6;0;0;Drama|TV Movie;1;10.0;100;1982-01-18
Giorgos Lazaridis;487911;Ο Ζιγκολό της Αθήνας;0.6;0;0;Drama;2;7.5;105;1982-11-19
Esat Musliu;485195;Rruga e lirisë;0.6;0;0;War|Drama;1;10.0;72;1982-03-26
Richard Marquand;1892;Return of the Jedi;22.564;32350000;572700000;Adventure|Action|Science Fiction;8684;8.0;135;1983-05-23
John Glen;700;Octopussy;19.665;27500000;187500000;Adventure|Action|Thriller;968;6.3;131;1983-06-05
Irvin Kershner;36670;Never Say Never Again;15.142;36000000;160000000;Adventure|Action|Thriller;672;6.1;134;1983-10-07
Adrian Lyne;535;Flashdance;11.92;4000000;92921203;Drama|Romance;714;6.4;95;1983-04-14
John Landis;1621;Trading Places;14.437;40600000;90400000;Comedy;1664;7.1;116;1983-06-07
Joe Alves;17692;Jaws 3-D;11.756;20500000;87987055;Thriller|Horror;609;4.3;99;1983-03-16
John Badham;860;WarGames;11.62;12000000;79567667;Thriller|Science Fiction;921;7.1;114;1983-06-03
Richard Lester;9531;Superman III;12.107;39000000;75850624;Comedy|Science Fiction|Action|Adventure;913;5.4;125;1983-06-17
Clint Eastwood;10650;Sudden Impact;9.476;22000000;67642693;Crime;405;6.6;117;1983-12-07
Brian De Palma;111;Scarface;24.915;25000000;66023329;Action|Crime|Drama|Thriller;5952;8.1;170;1983-12-08
Sylvester Stallone;10805;Staying Alive;8.894;22000000;64892670;Drama|Music;217;5.4;93;1983-07-11
Stan Dragoti;13105;Mr. Mom;8.225;0;64783827;Comedy|Drama|Family;135;6.5;91;1983-07-22
Paul Brickman;9346;Risky Business;11.996;6200000;63541777;Comedy|Romance|Drama;626;6.5;98;1983-08-05
Harold Ramis;11153;National Lampoon's Vacation;18.141;15000000;61399552;Comedy|Adventure;734;7.1;99;1983-07-28
John Badham;6341;Blue Thunder;13.1;22000000;42313354;Science Fiction|Action|Thriller|Crime|Drama;206;6.1;109;1983-02-05
Richard Franklin;10576;Psycho II;9.336;5000000;34725000;Horror|Mystery|Thriller;296;6.3;113;1983-06-03
Bob Clark;19698;Porky's II: The Next Day;6.593;6500000;33759266;Comedy;122;5.3;98;1983-06-24
Francis Ford Coppola;227;The Outsiders;11.343;10000000;33697647;Crime|Drama;622;7.3;91;1983-03-25
Barbra Streisand;10269;Yentl;10.654;12000000;30400000;Music|Drama|Romance;104;6.5;132;1983-11-18
Steven Spielberg;15301;Twilight Zone: The Movie;9.982;10000000;29450919;Drama|Fantasy|Horror|Science Fiction|Thriller;359;6.5;101;1983-06-24
Brian G. Hutton;19606;High Road to China;4.539;0;28400000;Adventure|Drama|History;38;5.6;105;1983-03-18
Ted Kotcheff;9967;Uncommon Valor;7.158;0;27900000;Action|Adventure|Drama|Thriller|War;80;6.2;105;1983-12-16
Sean S. Cunningham;21148;Spring Break;4.746;0;24071666;Comedy|Romance;27;5.4;102;1983-03-25
John Herzfeld;32644;Two of a Kind;4.606;0;23646952;Fantasy|Comedy|Romance;42;5.5;88;1983-01-01
George Bowers;2193;My Tutor;8.321;0;22587000;Comedy|Drama|Romance;30;5.6;97;1983-03-04
Philip Kaufman;9549;The Right Stuff;10.136;27000000;21500000;Drama|History;439;7.5;193;1983-10-20
John Carpenter;8769;Christine;9.986;0;21200000;Horror;870;6.7;110;1983-12-08
Lewis Teague;10489;Cujo;9.675;5000000;21200000;Horror|Thriller;439;6.0;93;1983-08-10
Burny Mattinson;14813;Mickey's Christmas Carol;16.034;3000000;21000000;Family|Animation;426;7.5;26;1983-10-19
David Cronenberg;11336;The Dead Zone;9.877;10000000;20766616;Thriller|Horror|Science Fiction;673;7.1;103;1983-10-21
Jim McBride;1058;Breathless;8.191;0;19910002;Action|Drama|Romance|Thriller;108;5.9;100;1983-05-13
Bob Clark;850;A Christmas Story;15.716;0;19294144;Comedy|Family;648;7.4;94;1983-11-18
Martha Coolidge;19053;Valley Girl;7.241;350000;17343596;Comedy|Romance;92;6.2;99;1983-04-08
Michael Chapman;18172;All the Right Moves;8.368;0;17233166;Romance|Drama;122;5.8;91;1983-10-21
Peter Yates;849;Krull;8.732;27000000;16519460;Action|Adventure|Fantasy|Science Fiction;245;6.0;117;1983-07-29
Lamont Johnson;26978;Spacehunter: Adventures in the Forbidden Zone;5.435;15000000;16500000;Adventure|Science Fiction;55;5.4;90;1983-05-20
Michael Apted;8289;Gorky Park;6.693;0;16175602;Thriller|Crime|Drama;116;6.5;128;1983-12-15
Tommy Chong;12695;Still Smokin;5.797;0;15543000;Comedy;57;5.4;91;1983-05-06
Sam Firstenberg;17386;Revenge of the Ninja;5.235;0;13168027;Action|Crime|Drama|Thriller;35;5.9;90;1983-09-07
Alan Johnson;22998;To Be or Not to Be;7.357;0;13030214;Comedy;94;7.0;107;1983-12-16
Steve Carver;14854;Lone Wolf McQuade;9.025;5000000;12232628;Action|Western|Crime;111;6.0;107;1983-04-15
Rick Reinert;24926;Winnie the Pooh and a Day for Eeyore;2.554;0;12000000;Animation|Family;22;6.0;25;1983-01-01
Woody Allen;11030;Zelig;7.966;0;11798616;Comedy;431;7.6;79;1983-07-15
Franc Roddam;67530;The Lords of Discipline;3.811;0;11787127;Drama|Thriller;13;6.3;102;1983-02-18
Robert Hiltzik;13567;Sleepaway Camp;8.314;350000;11000000;Horror;255;6.3;85;1983-11-18
Blake Edwards;69928;The Man Who Loved Women;3.135;19000000;11000000;Comedy;14;4.7;110;1983-12-18
Luigi Cozzi;26452;Hercules;3.574;0;10676194;Action|Adventure|Fantasy;33;4.4;98;1983-08-12
Mark Rosman;40229;The House on Sorority Row;7.474;425000;10604986;Horror|Mystery|Thriller;75;6.0;91;1983-01-21
Michael Pressman;23096;Doctor Detroit;3.455;0;10375893;Comedy;35;5.4;89;1983-05-06
Douglas Trumbull;15050;Brainstorm;6.798;15000000;10219460;Science Fiction|Thriller;106;6.3;106;1983-09-30
Robert Dalva;24883;The Black Stallion Returns;4.072;0;9800000;Drama|Family;21;6.5;103;1983-03-25
Rick Rosenthal;13633;Bad Boys;7.861;0;9190819;Crime|Drama|Thriller;105;7.1;104;1983-03-25
James Sbardellati;15895;Deathstalker;5.893;0;8890685;Action|Fantasy;51;4.3;80;1983-09-02
J. Lee Thompson;18587;10 to Midnight;6.403;4520000;7175592;Crime|Drama|Thriller;70;6.1;101;1983-03-11
Joseph Sargent;42114;Nightmares;5.294;0;6670680;Science Fiction|Horror;34;5.5;99;1983-09-02
Sam Peckinpah;12239;The Osterman Weekend;5.529;0;6486797;Action|Drama|Thriller;67;5.7;103;1983-10-14
Bob Fosse;30707;Star 80;5.651;0;6472990;Drama;42;6.6;103;1983-11-11
Jeremy Kagan;36912;The Sting II;4.386;0;6347072;Comedy|Crime;20;4.5;102;1983-02-18
Richard Fleischer;27214;Amityville 3-D;7.165;0;6333135;Horror|Thriller;69;4.4;105;1983-11-18
Tony Scott;11654;The Hunger;6.912;0;5979292;Horror|Drama;236;6.5;97;1983-04-29
Dick Lowry;15120;Smokey and the Bandit Part 3;8.572;0;5678950;Action|Comedy|Crime;79;4.4;85;1983-08-12
Jack Clayton;24808;Something Wicked This Way Comes;6.296;19000000;5656087;Fantasy|Mystery|Thriller|Family|Horror;75;6.6;95;1983-04-29
Amy Holden Jones;75986;Love Letters;3.333;550000;5269990;Drama|Romance;7;5.2;98;1983-04-01
William Lustig;23587;Vigilante;3.479;0;5091888;Action|Crime|Thriller;27;6.7;90;1983-01-04
Martin Davidson;21721;Eddie and the Cruisers;5.226;0;4786789;Drama|Music;48;6.7;95;1983-09-23
Blake Edwards;36576;Curse of the Pink Panther;6.262;11000000;4491986;Crime|Comedy;70;4.2;109;1983-08-12
Mel Damski;11609;Yellowbeard;6.821;0;4300000;Comedy|Adventure;67;5.7;96;1983-06-24
Greydon Clark;27323;Joysticks;3.94;300000;3952448;Comedy;27;5.2;88;1983-03-04
Michael Mann;26198;The Keep;5.904;6000000;3661757;Horror;91;5.8;96;1983-12-16
Francis Ford Coppola;232;Rumble Fish;8.463;10000000;2494480;Action|Crime|Drama;303;7.2;94;1983-10-20
Rob Lieberman;266331;Table For Five;2.239;8000000;2439705;Drama|Romance;4;6.6;121;1983-02-18
David Cronenberg;837;Videodrome;12.28;5952000;2120439;Horror|Mystery|Science Fiction;1003;7.3;88;1983-02-04
Lynne Littman;21259;Testament;5.244;1500000;2044892;Drama;47;6.4;90;1983-11-04
Ferdinand Fairfax;35432;Nate and Hayes;2.28;0;1963756;Action|Adventure|Comedy;14;6.3;99;1983-11-18
John Sayles;42103;Baby It's You;3.96;3000000;1867792;Comedy|Drama|Romance;16;6.1;105;1983-04-03
Cirio H. Santiago;30927;Stryker;2.506;0;1723487;Action|Science Fiction;7;4.3;86;1983-09-02
Allan Arkush;29628;Get Crazy;3.223;0;1645711;Comedy|Music;9;7.1;92;1983-08-05
Michael Laughlin;47892;Strange Invaders;6.679;0;1362303;Horror|Mystery|Science Fiction;31;5.1;92;1983-09-16
Eloy de la Iglesia;98596;El pico;1.564;0;1334173;Drama;10;6.8;105;1983-09-04
Jeff Kanew;35834;Eddie Macon's Run;4.159;0;1262691;Drama|Action|Thriller|Crime;12;5.8;94;1983-03-23
Curtis Hanson;33676;Losin' It;5.802;7000000;1246141;Comedy;47;5.1;100;1983-04-08
Ralph Bakshi;15035;Fire and Ice;10.952;1200000;760883;Animation|Fantasy|Science Fiction;81;6.2;81;1983-03-25
Wilford Leach;15716;The Pirates of Penzance;3.498;0;694497;Comedy|Music|Romance;11;5.8;112;1983-02-18
Giuliano Carnimeo;115042;Gli sterminatori dell'anno 3000;1.82;0;606694;Science Fiction|Action;4;6.3;90;1983-08-13
Mariano Ozores;77970;La loca historia de los tres mosqueteros;0.6;0;515221;Comedy;5;6.4;None;1983-10-31
Mark Pirro;113451;A Polish Vampire in Burbank;2.94;3000;500000;Horror|Comedy;4;6.0;84;1983-10-30
Alfonso Balcázar;348697;Colegialas lesbianas y el placer de pervertir;0.6;0;222087;Comedy;2;9.3;76;1983-02-21
José Luis Merino;103123;La avispita Ruinasa;0.6;0;174102;Comedy;0;0.0;79;1983-06-21
Carlos Aured;355653;El hombre del pito mágico;1.09;0;133019;Comedy;0;0.0;None;1983-08-08
Jesús Franco;329882;El hotel de los ligues;2.162;0;127761;Comedy;0;0.0;81;1983-10-06
Nicolas Roeg;37943;Eureka;4.726;0;123572;Drama|Action|Thriller;22;6.0;130;1983-05-01
Costa-Gavras;63665;Hanna K.;0.71;0;114247;Drama;4;6.4;111;1983-09-07
Kamal Amrohi;231799;Razia Sultan;0.909;100000;100000;Drama;2;6.0;120;1983-05-31
Chris Marker;1563;Sans soleil;6.778;0;30878;Documentary;106;7.6;100;1983-02-15
Salim Shaheen;527214;بی نظیر;0.6;0;2000;;0;0.0;None;1983-07-06
Richard Michaels;88226;Blue Skies Again;1.365;0;84;Comedy;2;5.8;96;1983-04-29
Peter Sasdy;114394;The Lonely Lady;1.9;0;1;Drama;3;4.7;92;1983-10-02
Kostas Karagiannis;554712;Γύφτικη Κομπανία;0.6;0;0;;1;10.0;94;1983-01-01
Omiros Efstratiadis;554628;Αχτύπητα... Καμάκια!!;0.6;0;0;;1;10.0;82;1983-03-09
Iskra Babich;499119;Прости меня, Алёша;0.6;0;0;Romance|Drama;1;10.0;None;1983-12-01
Steven Spielberg;87;Indiana Jones and the Temple of Doom;23.39;28000000;333000000;Adventure|Action;5285;7.2;118;1984-05-23
Martin Brest;90;Beverly Hills Cop;13.851;15000000;316360478;Action|Comedy|Crime;2049;7.1;105;1984-11-29
Ivan Reitman;620;Ghostbusters;21.389;30000000;295212467;Comedy|Fantasy;5032;7.4;107;1984-06-08
Joe Dante;927;Gremlins;16.091;11000000;153083102;Fantasy|Horror|Comedy;3631;7.1;106;1984-06-07
Hugh Wilson;9336;Police Academy;13.086;4500000;146198896;Comedy|Crime;1290;6.6;96;1984-03-22
John G. Avildsen;1885;The Karate Kid;12.598;8000000;90815558;Drama|Action;1918;7.0;126;1984-06-22
Leonard Nimoy;157;Star Trek III: The Search for Spock;6.592;18000000;87000000;Science Fiction|Action|Adventure|Thriller;714;6.6;105;1984-05-31
Robert Zemeckis;9326;Romancing the Stone;12.913;10000000;86572238;Action|Adventure|Comedy|Romance;913;6.7;106;1984-03-30
Herbert Ross;1788;Footloose;15.085;8200000;80035402;Drama|Romance;1076;6.6;107;1984-02-17
James Cameron;218;The Terminator;31.385;6400000;78371200;Action|Thriller|Science Fiction;7466;7.5;108;1984-10-26
Ron Howard;2619;Splash;12.48;8000000;69821334;Comedy|Fantasy|Romance;670;6.2;111;1984-03-09
Albert Magnoli;13763;Purple Rain;8.289;7200000;68392977;Drama|Music|Romance;177;6.6;111;1984-07-27
Kieth Merrill;21233;Grand Canyon: The Hidden Secrets;0.924;0;52800000;Documentary;1;6.0;35;1984-06-16
Miloš Forman;279;Amadeus;14.091;18000000;51973029;Drama|History|Music;2252;8.0;160;1984-09-06
Richard Tuggle;11707;Tightrope;10.435;0;48143579;Mystery|Thriller|Crime|Drama;156;6.1;115;1984-08-17
Barry Levinson;11393;The Natural;7.775;28000000;47951979;Drama;283;7.1;137;1984-05-11
Hugh Hudson;11002;Greystoke: The Legend of Tarzan, Lord of the Apes;9.263;0;45858563;Adventure|Drama|Action|Romance;227;6.2;143;1984-03-30
Peter Hyams;4437;2010;9.082;28000000;40400657;Thriller|Science Fiction;477;6.7;116;1984-12-06
Joel Silberg;15259;Breakin';6.237;1200000;38682707;Music;50;6.0;90;1984-01-10
Neal Israel;12309;Bachelor Party;10.519;6000000;38435947;Comedy;288;5.9;105;1984-06-29
John Milius;1880;Red Dawn;9.779;17000000;38376497;Action|Thriller|War;375;6.3;114;1984-08-10
Richard Benjamin;16969;City Heat;8.722;25000000;38348988;Action|Comedy|Crime|Mystery;87;5.5;93;1984-12-05
Luca Bercovici;18498;Ghoulies;6.524;1000000;35000000;Comedy|Horror|Fantasy;108;4.5;81;1984-11-08
Roland Joffé;625;The Killing Fields;10.671;14400000;34700291;Drama|History|War;328;7.5;142;1984-11-02
Joseph Zito;9730;Friday the 13th: The Final Chapter;9.598;2600000;32980880;Horror|Thriller;551;5.9;91;1984-04-13
Richard Fleischer;9610;Conan the Destroyer;12.871;18000000;31042035;Adventure|Fantasy|Action;746;6.0;103;1984-06-29
David Lynch;841;Dune;13.488;40000000;30925690;Action|Science Fiction|Adventure;1107;6.4;137;1984-12-14
John Carpenter;9663;Starman;8.702;22000000;28744356;Romance|Science Fiction;396;6.8;115;1984-12-13
Nick Castle;11884;The Last Starfighter;9.609;15000000;28733290;Adventure|Science Fiction|Action;363;6.5;101;1984-07-13
Hal Needham;11950;Cannonball Run II;9.508;0;28078073;Action|Comedy;141;5.3;108;1984-06-29
David Lean;15927;A Passage to India;6.999;8000000;27187653;Drama|Adventure|History;130;6.9;163;1984-12-14
Francis Ford Coppola;2148;The Cotton Club;8.073;58000000;25928721;Music|Drama|Crime|Romance;171;6.6;127;1984-12-14
Wes Craven;377;A Nightmare on Elm Street;18.543;1800000;25504513;Horror;2698;7.3;91;1984-11-14
Gene Wilder;5968;The Woman in Red;8.877;0;25308147;Comedy|Romance;203;5.7;87;1984-08-15
Paul Mazursky;23111;Moscow on the Hudson;7.684;0;25100000;Comedy|Drama|Romance;83;6.2;115;1984-06-04
John Hughes;15144;Sixteen Candles;23.663;6500000;23686027;Comedy|Romance;1185;6.8;93;1984-05-04
Joseph Zito;15379;Missing in Action;7.779;1500000;22812411;Action|Adventure|Thriller|War;206;5.5;101;1984-11-16
Norman Jewison;26522;A Soldier's Story;4.732;6000000;21821347;Drama|Mystery|War|Crime;76;6.7;101;1984-09-14
Bob Clark;16551;Rhinestone;5.139;28000000;21435321;Comedy;59;5.2;111;1984-06-22
Lawrence Bassoff;80211;Weekend Pass;1.409;0;21058000;Comedy;2;4.0;88;1984-02-03
Jerry Zucker;8764;Top Secret!;11.684;9000000;20458340;Comedy;495;7.1;90;1984-06-08
Wolfgang Petersen;34584;Die unendliche Geschichte;15.557;27000000;20158808;Drama|Family|Fantasy|Adventure;2155;7.1;102;1984-04-05
Willard Huyck;11221;Best Defense;4.317;18000000;19265302;Action|Comedy;47;4.2;94;1984-07-20
Stanley Donen;14347;Blame It on Rio;8.19;0;18644570;Comedy|Romance;82;6.0;100;1984-02-17
Roger Young;56821;Lassiter;2.899;0;17500000;Crime|Drama|Thriller;12;5.5;100;1984-02-17
Mark L. Lester;11495;Firestarter;8.933;15000000;17080167;Thriller|Science Fiction;293;6.1;114;1984-05-11
Thom Eberhardt;18462;Night of the Comet;6.884;3000000;14418922;Comedy|Horror|Science Fiction;173;6.2;95;1984-11-16
Jeannot Szwarc;9651;Supergirl;9.533;35000000;14296438;Adventure|Fantasy|Action|Science Fiction;215;4.8;124;1984-07-01
Marvin J. Chomsky;21871;Tank;4.281;0;14134877;Action|Adventure|Comedy|Drama|Thriller;34;5.9;113;1984-03-16
Fritz Kiersch;10823;Children of the Corn;9.206;800000;14000000;Horror|Thriller;464;5.7;93;1984-03-09
Charles Shyer;47874;Irreconcilable Differences;3.812;0;12384120;Comedy|Drama|Romance;22;5.9;113;1984-09-28
Joseph Ruben;24099;Dreamscape;8.797;0;12145169;Adventure;118;6.1;99;1984-08-15
Robert Butler;28692;Up the Creek;10.756;0;11708269;Comedy;35;6.1;96;1984-04-06
Mark Rydell;38557;The River;6.171;18000000;11500000;Drama;47;6.3;122;1984-12-01
Ulu Grosbard;52744;Falling in Love;7.296;0;11129057;Drama|Romance;141;6.7;102;1984-11-21
Woody Allen;12762;Broadway Danny Rose;7.981;8000000;10600497;Comedy;221;7.3;84;1984-01-27
Hy Averback;59897;Where the Boys Are '84;3.213;0;10530000;Comedy|Romance;11;5.0;94;1984-04-06
Douglas Day Stewart;48482;Thief of Hearts;3.624;9000000;10364904;Crime|Drama|Thriller;25;5.4;100;1984-10-19
Art Linson;38980;The Wild Life;4.536;0;9500000;Comedy|Drama;23;6.5;96;1984-09-28
John Derek;5896;Bolero;6.087;7000000;8914881;Drama|Romance;44;3.6;105;1984-08-31
Brian De Palma;11507;Body Double;9.093;10000000;8801940;Crime|Mystery|Thriller;281;6.7;114;1984-10-25
Roger Donaldson;2669;The Bounty;9.397;25000000;8613462;Action|Drama|History;234;6.8;132;1984-05-04
Andrew J. Kuehn;47894;Terror in the Aisles;2.424;0;8316206;Horror|Documentary;11;6.5;84;1984-10-26
Walter Hill;14746;Streets of Fire;8.295;14500000;8089290;Action;188;6.7;93;1984-06-01
Richard Benjamin;47359;Racing with the Moon;4.544;9000000;6045657;Drama|Romance;29;6.5;108;1984-03-23
John Guillermin;24264;Sheena;7.942;25000000;5778353;Action|Adventure|Comedy|Fantasy|Science Fiction;57;5.3;117;1984-08-17
Sergio Leone;311;Once Upon a Time in America;20.625;20000000;5300000;Drama|Crime;2504;8.4;229;1984-05-23
Jonathan Demme;24128;Stop Making Sense;7.559;1200000;4978922;Documentary|Music;86;8.5;88;1984-11-16
Rob Reiner;11031;This Is Spinal Tap;12.064;2500000;4736202;Comedy|Music;759;7.6;82;1984-05-04
Gillian Armstrong;31955;Mrs. Soffel;5.074;0;4385312;Drama|Romance;25;6.7;112;1984-12-26
Richard Marquand;52778;Until September;1.334;0;4100000;Drama|Romance;4;6.1;95;1984-09-21
